asin,category,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B004SH40BQ,Electronics,"[3, 3]",5,"Tiny Bluetooth iPod Transmitter for iPod/iPhone/iPad/iTouch with true Apple authentication. Remote controls and local iPod/iPhone/iPad volume control capabilities. Plug and Play, works and fits very well with latest iPod 6th generation tiny Nano, iPod Touch 4th generation, iPhone 4 and iPad. Bluetooth iPod Adapter. (Electronics)I've wished for many years that iPod was Bluetooth. So imagine my happiness to find this little Kokkia BT dongle!! Yes, happy.I just purchased this lovely Kokkia i10s Tiny Bluetooth iPod Transmitter, and have the awesome LG HBS-730 Bluetooth Headset. I have a iPod Classic 160 GB. I had a little trouble pairing it on my own, so I went to www dot Kokkio dot com/faq/i10spairingconnecting dot html to help me pair it and I paired it instantly following the easy directions.ORHERE ARE THE INSTRUCTIONS FOR PAIRING EITHER ANY BLUETOOTH ""iDEVICE"" to any BT compatible; RECEIVER, CAR RADIO, SPEAKER OR HEADSET:Please refer to below steps (in the steps an iDevice = iPod or iPhone or iPad or iPod Touch):1) First make sure your iDevice battery, and your Bluetooth Headset/Receiver/Speaker battery are charged.2) a) Power OFF your Bluetooth Headset/Receiver/Speaker.2) b) Turn OFF the Bluetooth of any other Bluetooth devices (including the native Bluetooth of any iPhone or iPad or iPod Touch, etc).This step is very important, as other Bluetooth devices will connect to any previously paired/connected device if they are not disabled, causing the i10s not to be able to pair/connect to your Bluetooth Headset/Receiver/Speaker.3) Power ON the iDevice (make sure the iDevice LCD screen is lighted up at this step), the i10s is NOT plugged into iDevice at this step.4) Put your Bluetooth Headset/Receiver/Speaker into pairing mode (check your Bluetooth Headset/Receiver/Speaker user guide for how to put your Bluetooth Headset/Receiver/Speaker in pairing mode).5) Insert the i10s into iDevice. After several seconds, the blue led on i10s will start to quick flash.6) When the i10s and your Bluetooth Headset/Receiver are paired and connected the i10s blue LED will slow flash once in every ~5 secs7) If you don't hear any music on Bluetooth Headset/Receiver/Speaker, check to make surea. iDevice is not in pause mode. If in pause mode, change to play modeb. iDevice volume is not at minimum - move the volume control on iDevice to make sure volume changes and not at minimum.c. Your Bluetooth Headset/Receiver/Speaker volume is not at minimum, if at minimum - increase your Bluetooth Headset/Receiver/Speaker volume.8) If unsuccessful, remove i10s from iDevice. Power off your Bluetooth Headset/Receiver/Speaker. Repeat steps 1 to step 7 again. If fail 3 times, steps 1-7, let us know.The LG headset controls my iPod Classic very well. I believe to choose another album to play on iPod, you would have to do that on the iPod itself. However, with my headset I can control volume, FF to next song or Reverse to last song or go back to beginning of album by several presses of the Back Reverse button on my headset. Now I am motivated to plan out more LONG playlists on my iPod. Yeah!!Other reviewers have said to put iPod volume at maximum, this was too loud for me on my LG headset's lowest setting, SO I put the iPod volume at just a bit above 1/2 level, and now volume control on headset goes from a nice low but well heard volume to just 5 or 6 clicks of headphone up volume button takes me right into the WAY TOO LOUD level.ALSO, I do know that volume setting when higher does deplete the iPod battery life quite a bit faster. So, half way for me works nicely. So if this helps save battery power and iPod battery lasts longer, YAY!UPDATE ON MY EXPERIMENT: My iPod BATTERY LIFE EXPERIMENT WITH KOKKIO BT DONGLE: I started playing my iPod Classic 160GB On Friday 2/7/14 at 5:18 pm. Stopped play at 10:03pm = 4.75 hoursSaturday: started at 11:00am, stopped at 5:42 pm. = 6 hr 42 min.TOTAL = 11 hr 16 minHOWEVER, I did leave the Kokkio dongle plugged into iPod on Friday evening, iPod battery level was about 70%, BUT when I restarted iPod Saturday at 11am, battery level was at about 40% on my iPod.Conclusion, possibly the Kokkia Dongle draws power from iPod battery if left plugged in even though it's not BT connected to anything.I will redo my experiment again on full batteries, early in the day so I don't have to interrupt it for sleep.Then another day I will leave Kokkia Dongle plugged into iPod when it's fully charged to see if there is battery drainage by the end of the day.EXPECT AN UPDATE.I placed my iPod with the Kokkia BT dongle inserted, and placed it on the kitchen breakfast bar which is central in my home 1980sq.ft. and I'm able to walk throughout my home without any cutting out. So range for me is good.Battery info, just a FYI re my experiences. As an ex Electronic Test technician, I tend to discharge ALL batteries that are rechargeable totally and completely, then give the item-battery a full charge without interruption. (I have one of the first hard drive mp3 players, Rio Riot, that is 13 years old, that still carries a charge for about 14 hours. I still have it and it works.) RC car enthusiasts use a lightbulb to drain their batteries before recharging them for this very same reason. I do NOT believe there is NO battery memory problems with NiMH batteries like what was known on NiCad rechargeables back many years ago.iPod CASE and this Kokkio: I had researched iPod cases, as most of my clothing does not have pockets available, so I need a belt clip case. I did find a nice protective case that I might want that does hook to your waistband or belt. This is the case: http://www.amazon.com/CrazyOnDigital-Premium-Leather-Classic-Package-Black/dp/B002AF5184/ref=cm_cr_pr_product_topHowever, my issue/questions was whether the Kokkio BT dongle would fit into the case fully. Now that I have the Kokkia dongle in my iPod, see that the Kokkia BT dongle is actually a little bit smaller and has very smooth rounded edges compared to the charging plug/cord USB for iPod, and there is a cutout in the case to fit the charge plug. SO, I feel that this Kokkia BT dongle will fit fine with this or any other iPod case you might want to purchase because all of them have the cutout for the charging cord. .I DO UPDATE ALL my reviews as needed on ALL electronics goodies, also after 6 months and then again about a year after purchase and use, so if a few years goes by without an update, it's still working fine. LOL, or I died. But I do have many years left if life goes to plan.","02 8, 2014",A30YP1B6XWP3S4,"Retired ""Retired, and enjoying my free time. ...","Pairing Instructions in my Review. So Far, So Good! Kokkia! Good job!,",1391817600
B001CY652K,Electronics,"[0, 0]",5,"I had to abandon my car near home due to the recent winter storm. I have all of my video gear packed in the Pelican 1620. It stayed in the trunk for one night at below freezing temperatures before I got back to it. It then it sat in the snow for about an hour before I started rolling it home.When I got home I wanted to check and see if the case really held up as advertised. Because of the temperature difference, I decided to leave it alone overnight before opening it. Needless to say the case worked beautifully! The camera, lenses, and countless other electronics were all in tact! I'm sure theSilica Gel packI used was also a factor in this.I am very impressed with this case. I've stood on it to get higher shots, dragged it up and down stairs, and generally handle it in a carefree manner (It IS fairly heavy). It hasn't broken yet and it'll surely hold up for years to come. I will definitely be purchasing another for my audio gear, which, unfortunately, is still stranded in a plastic bin inside my car...","02 13, 2014",A114FSB8L23LY3,PeopleCanFly,Already Paid for Itself,1392249600
B00CTWOY36,Electronics,"[1, 1]",5,They work well and do not color the signal or cause any static/interference to interfere. Will deal with these good people again.,"02 21, 2014",A3GH83Z5UQDCNT,"Gary Q. Phillips ""GQP""",Contact!,1392940800
B00BZQLBG0,Electronics,"[0, 0]",1,"My wife works from home and was provided an HP thin client machine by her employer. The machine is locked down to the point where you can't even install drivers, so we bought this as a solution for achieving wireless connectivity to our home network for the thin client and her VoIP box. She constantly had issues with choppy phone calls, and we were able to narrow the problem to packet loss caused by the Edimax bridge. We connected her VoIP box through her laptop instead and it works fine. She still uses the Edimax bridge for internet access on her machine, but it is slow and unreliable.In short, if you're thinking of using this for VoIP or gaming, which are both severely affected by packet loss, forget about it. Find something else.","02 18, 2014",A3MSGHNGM8X6LZ,Ryan,Unsuitable for VoIP and online gaming due to PACKET LOSS,1392681600
B000I04WWY,Electronics,"[0, 0]",5,I love this reader...I bought this years ago and have used it a lot for my Canon 5D camera.But....this is old technology now...where is the Thunderbolt version of this ??!?,"06 10, 2014",A2ATQZ9S40TXS,"Mark Quin ""Flyfisher""",I love this thing !,1402358400
B003Y0CXX0,Electronics,"[0, 0]",4,"Flash fits perfectly on my Yongnuo 560 Speedlite. Very happy with the purchase. It's exactly what it looks like, small piece of plastic that fits snugly on the flash. Not much else can be said.","04 2, 2014",AC3MQRD5MGTQB,Bingo,Fits Yongnuo 560,1396396800
B0015DYMVO,Electronics,"[0, 0]",3,I don't know what I was thinking.  I thought it might be a little smaller than the picture would suggest.  Works fine but just a little large and heavy to travel with.,"04 29, 2014",A3MCIAFO37VH14,"2-Stage ""2-Stage""",But huge!,1398729600
B0032HM6JG,Electronics,"[0, 0]",5,"This replaces an old set whose wiring was breaking.  The sound quality is excellent. I really like the folding arm at the end of the headset that takes up less space when not in use.  It fits well on my head without feeling too tight.  This is used only for home use, so I can't say whether it remains comfortable if used over several hours like in a business environment.  Seems to be well built, but haven't had it long enough to rate on its longevity.  Good sound and seems solidly built.","01 8, 2014",A1ST1WRDA4ALST,"Amazon Customer ""JoeInTampa""",Solid headset with good sound.,1389139200
B00BP5KOPA,Electronics,"[0, 0]",3,Its an ok keyboard....better than some.  If i needed a better combo i would have ordered a more sofisticated  model. But this one will due just fine for now. Has worked well so far. I am not sorry I got it and I would recommend it.,"06 19, 2014",ALYBD9RZME9U2,netgearhead,Logitech keyboard and Mouse,1403136000
B006W8U2MU,Electronics,"[0, 0]",5,"I wanted some nice flash drives to take backups or keep recovery images on and these were perfect!  I bought an 8 and 16Gb for some laptops.As laptops are getting sleeker (think Ultrabooks), some of the USB port spacing isn't as generous as they were on large laptops.  That means if you have a large USB drive or accessory, they could block the adjacent ports (could be another USB or something else, like an HDMI port).These fit perfectly into a USB slot and don't extend out any further.Great product and feel much sturdier than plastic &#34;freebies&#34; that I get from trade shows.I'm using these for archiving/recovery so I don't use them often, but so far, they've been great, seem fast, best of all, don't block adjacent ports!","01 30, 2014",ANXEW7IDYDJEH,"Hien Nguyen ""scatterbrained""","solid, sturdy and won't block adjacent ports!",1391040000
B004LU1U2M,Electronics,"[0, 0]",5,This cord seems to be really nice quality.  I was pleasantly surprised.  The casing seems to be a high quality rubber and has a nice feel to it.  I would definatly buy this again.,"01 14, 2014",A2EPBDD48WBWFZ,Jon Mcclure,Better quality than most,1389657600
B000WYVBR0,Electronics,"[0, 0]",4,"This was a bit of a challange to install but it is secure. The mount comes with a TOM of screws and you think you are messing it up but you are not. Once up its great, but it was a challange for the family carpenter to install.","06 9, 2014",A3DYSSCK92NQB0,Devan Monet,Difficult to install,1402272000
B002I007IA,Electronics,"[1, 1]",3,Did not inquire if we would be able to get a refund on this - but I will look into it now that I have the Christmas rush out of the way,"01 1, 2014",AMS41Q2N4UA30,Karen B,Returned the GPS not sure if we are entitled to a refund,1388534400
B00B76TBE2,Electronics,"[0, 0]",4,"I bought this case as it was offered at a low price and was well rated for convenience.  It is a good fit for the Lumix DMC-FZ200 camera and seems to afford good protection.  I would have given it 5 stars if there were a way to use it around the waist.  I find the shoulder strap cases in general not as &#34;user friendly&#34;.  All in all, however, it is a great value and decent quality.","02 27, 2014",A3HL1JT29G4WT1,Anonymous Geek,Good case at a great price,1393459200
B0002GV876,Electronics,"[0, 0]",5,I used this on my bluray dvd player which is currently connected to a Control 4 home automation system and this product worked and still works awesome.  I recomend this for anyone who needs to convert their audio out.,"01 31, 2014",A1URL6UNXA1BHF,fiveo22,EZ TO  SET UP,1391126400
B004V4IWHY,Electronics,"[0, 0]",4,"I had a d50 for a long time, and felt it was time to upgrade. This performs as well as that with a lot more speed. Side by side photos on the screen look the same (d50 is 6.0 megapixel). Printed there is probably a difference. However, this camera is much faster in burst mode and also shoots video, which is why I got it. What I miss is the internal motor for AF on older lenses, but I can handle focusing manually. Non AF-S lenses are (mostly) still compatible, which is why I like Nikon. I don't have any complaints, it just wasn't the step up from the D50 that I had imagined. Video quality is OK, I wish I could get 60 FPS on the highest resolution. I've had it for nearly two years and it still functions perfectly and I have even dropped it once (the lens also still functions perfectly but the plastic casing didn't survive.) Recommended if you want a good camera that gives you a great auto mode and also full manual controls, but to be honest, the smaller camera systems are starting to go down in price and the size of those is very attractive, and the sensor is the same size, such as the samsung nx300. If I was buying today, I'd go that route.","01 13, 2014",ANOBVWEX2L4FM,C. Hedstrom,"Great camera, easy to use, but I miss the internal motor",1389571200
B00EYW9DSU,Electronics,"[0, 0]",5,Great price and a great cover for the Paperwhite. Magnets in the cover put the Kindle to sleep/wake mode perfectly. Just what I needed.,"06 1, 2014",A3BYIQVL5YI2RB,Larry Hultquist,Perfect fit for your Paperwhite,1401580800
